patient_text,symptoms,training_text,disease,risk_hint,category
"I have back pain, body ache and blurred vision for 5 days.",back pain|body ache|blurred vision,"I have back pain, body ache and blurred vision for 5 days. Symptoms: back pain, body ache, blurred vision",Musculoskeletal Back Strain,LOW,Musculoskeletal
"For the last 1 day, my glucose has been high and I also have fatigue, frequent urination, blurred vision and excessive thirst.",high blood sugar|fatigue|frequent urination|blurred vision|excessive thirst,"For the last 1 day, my glucose has been high and I also have fatigue, frequent urination, blurred vision and excessive thirst. Symptoms: high blood sugar, fatigue, frequent urination, blurred vision, excessive thirst",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
There is blood in my urine with sharp side pain for 1 week.,blood in urine|back pain|burning urination,"There is blood in my urine with sharp side pain for 1 week. Symptoms: blood in urine, back pain, burning urination",Kidney Stone / Renal Colic,HIGH,Genitourinary
I have been noticing dizziness and sensitivity to light over the past 4 days.,dizziness|sensitivity to light,"I have been noticing dizziness and sensitivity to light over the past 4 days. Symptoms: dizziness, sensitivity to light",Migraine,LOW,Neurology
"I have cough, fatigue, wheezing and excessive thirst for 3 days.",cough|fatigue|wheezing|excessive thirst,"I have cough, fatigue, wheezing and excessive thirst for 3 days. Symptoms: cough, fatigue, wheezing, excessive thirst",Asthma Exacerbation,HIGH,Respiratory
"Since 4 days, I have had nausea, abdominal pain, appetite loss, heartburn and bloating.",nausea|abdominal pain|appetite loss|heartburn|bloating,"Since 4 days, I have had nausea, abdominal pain, appetite loss, heartburn and bloating. Symptoms: nausea, abdominal pain, appetite loss, heartburn, bloating",Gastritis / Acid Peptic Disorder,MEDIUM,GI
"Patient reports fatigue, chills, headache, body ache and stiffness since 1 day.",fatigue|chills|headache|body ache|stiffness,"Patient reports fatigue, chills, headache, body ache and stiffness since 1 day. Symptoms: fatigue, chills, headache, body ache, stiffness",Influenza,MEDIUM,Respiratory
"These symptoms started 1 day ago: abdominal pain, nausea and vomiting.",abdominal pain|nausea|vomiting,"These symptoms started 1 day ago: abdominal pain, nausea and vomiting. Symptoms: abdominal pain, nausea, vomiting",Gastroenteritis,MEDIUM,GI
"For the last 1 week, I have been dealing with wheezing, fatigue, shortness of breath and dizziness.",wheezing|fatigue|shortness of breath|dizziness,"For the last 1 week, I have been dealing with wheezing, fatigue, shortness of breath and dizziness. Symptoms: wheezing, fatigue, shortness of breath, dizziness",Asthma Exacerbation,HIGH,Respiratory
"Since 4 days, I have had sneezing, itchy eyes, congestion and chills.",sneezing|itchy eyes|congestion|chills,"Since 4 days, I have had sneezing, itchy eyes, congestion and chills. Symptoms: sneezing, itchy eyes, congestion, chills",Allergic Rhinitis,LOW,Allergy
"Patient reports fatigue, headache, fever, swollen glands and sore throat since 1 day.",fatigue|headache|fever|swollen glands|sore throat,"Patient reports fatigue, headache, fever, swollen glands and sore throat since 1 day. Symptoms: fatigue, headache, fever, swollen glands, sore throat",Mononucleosis-like Illness,MEDIUM,Infectious
"My main problems are body ache, chills, headache, cough and fever and it started 1 week ago.",body ache|chills|headache|cough|fever,"My main problems are body ache, chills, headache, cough and fever and it started 1 week ago. Symptoms: body ache, chills, headache, cough, fever",Influenza,MEDIUM,Respiratory
"For the last 1 week, I have been dealing with back pain, frequent urination, fever and dizziness.",back pain|frequent urination|fever|dizziness,"For the last 1 week, I have been dealing with back pain, frequent urination, fever and dizziness. Symptoms: back pain, frequent urination, fever, dizziness",Urinary Tract Infection,MEDIUM,Genitourinary
My lower back hurts after lifting something heavy for 3 days.,fatigue|stiffness|body ache|back pain,"My lower back hurts after lifting something heavy for 3 days. Symptoms: fatigue, stiffness, body ache, back pain",Musculoskeletal Back Strain,LOW,Musculoskeletal
"These symptoms started 5 days ago: body ache, cough, fatigue and headache.",body ache|cough|fatigue|headache,"These symptoms started 5 days ago: body ache, cough, fatigue and headache. Symptoms: body ache, cough, fatigue, headache",Influenza,MEDIUM,Respiratory
"I have high blood sugar along with excessive thirst, blurred vision, frequent urination and fatigue for 4 days.",excessive thirst|blurred vision|high blood sugar|frequent urination|fatigue,"I have high blood sugar along with excessive thirst, blurred vision, frequent urination and fatigue for 4 days. Symptoms: excessive thirst, blurred vision, high blood sugar, frequent urination, fatigue",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
"Over the last 2 days, I am experiencing fatigue, cough, fever, chest pain, shortness of breath and stiffness.",fatigue|cough|fever|chest pain|shortness of breath|stiffness,"Over the last 2 days, I am experiencing fatigue, cough, fever, chest pain, shortness of breath and stiffness. Symptoms: fatigue, cough, fever, chest pain, shortness of breath, stiffness",Pneumonia,HIGH,Respiratory
"For the last 5 days, I have been dealing with congestion, sore throat and headache.",congestion|sore throat|headache,"For the last 5 days, I have been dealing with congestion, sore throat and headache. Symptoms: congestion, sore throat, headache",Sinusitis,LOW,Respiratory
"My main problems are headache, facial pain and excessive thirst and it started 1 day ago.",headache|facial pain|excessive thirst,"My main problems are headache, facial pain and excessive thirst and it started 1 day ago. Symptoms: headache, facial pain, excessive thirst",Sinusitis,LOW,Respiratory
"Since 5 days, I have had body ache, stiffness, fatigue and blurred vision.",body ache|stiffness|fatigue|blurred vision,"Since 5 days, I have had body ache, stiffness, fatigue and blurred vision. Symptoms: body ache, stiffness, fatigue, blurred vision",Musculoskeletal Back Strain,LOW,Musculoskeletal
"I have nausea, right lower abdominal pain, appetite loss and headache and the discomfort has been there for 3 days.",nausea|right lower abdominal pain|appetite loss|headache,"I have nausea, right lower abdominal pain, appetite loss and headache and the discomfort has been there for 3 days. Symptoms: nausea, right lower abdominal pain, appetite loss, headache",Appendicitis Concern,HIGH,GI
"For the last 1 week, I have been dealing with cough, wheezing and fatigue.",cough|wheezing|fatigue,"For the last 1 week, I have been dealing with cough, wheezing and fatigue. Symptoms: cough, wheezing, fatigue",Bronchitis,MEDIUM,Respiratory
"Since 1 day, I have had sneezing, runny nose and sore throat.",sneezing|runny nose|sore throat,"Since 1 day, I have had sneezing, runny nose and sore throat. Symptoms: sneezing, runny nose, sore throat",Common Cold,LOW,Respiratory
"For 4 days, my back has been aching after physical strain.",back pain|stiffness|fatigue,"For 4 days, my back has been aching after physical strain. Symptoms: back pain, stiffness, fatigue",Musculoskeletal Back Strain,LOW,Musculoskeletal
"These symptoms started 2 days ago: sensitivity to light, nausea, dizziness, headache and fatigue.",sensitivity to light|nausea|dizziness|headache|fatigue,"These symptoms started 2 days ago: sensitivity to light, nausea, dizziness, headache and fatigue. Symptoms: sensitivity to light, nausea, dizziness, headache, fatigue",Migraine,LOW,Neurology
"My symptoms are hard to describe, mostly pain around my spleen region for 2 days.",left upper abdominal pain,"My symptoms are hard to describe, mostly pain around my spleen region for 2 days. Symptoms: left upper abdominal pain",Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"I have been noticing cough, shortness of breath and fatigue over the past 4 days.",cough|shortness of breath|fatigue,"I have been noticing cough, shortness of breath and fatigue over the past 4 days. Symptoms: cough, shortness of breath, fatigue",Pneumonia,HIGH,Respiratory
"I have been noticing fatigue, cough, wheezing and shortness of breath over the past 1 day.",fatigue|cough|wheezing|shortness of breath,"I have been noticing fatigue, cough, wheezing and shortness of breath over the past 1 day. Symptoms: fatigue, cough, wheezing, shortness of breath",Asthma Exacerbation,HIGH,Respiratory
"Since 1 week, I have had fatigue, fever and sore throat.",fatigue|fever|sore throat,"Since 1 week, I have had fatigue, fever and sore throat. Symptoms: fatigue, fever, sore throat",Mononucleosis-like Illness,MEDIUM,Infectious
"I have been noticing chest pain, fatigue, shortness of breath, fever and cough over the past 1 day.",chest pain|fatigue|shortness of breath|fever|cough,"I have been noticing chest pain, fatigue, shortness of breath, fever and cough over the past 1 day. Symptoms: chest pain, fatigue, shortness of breath, fever, cough",Pneumonia,HIGH,Respiratory
"For the last 5 days, I have been dealing with chills, cough and body ache.",chills|cough|body ache,"For the last 5 days, I have been dealing with chills, cough and body ache. Symptoms: chills, cough, body ache",Influenza,MEDIUM,Respiratory
"Patient reports fatigue, shortness of breath, cough and fever since 3 days.",fatigue|shortness of breath|cough|fever,"Patient reports fatigue, shortness of breath, cough and fever since 3 days. Symptoms: fatigue, shortness of breath, cough, fever",COVID-19,HIGH,Respiratory
"Since 4 days, I have had nausea and headache.",nausea|headache,"Since 4 days, I have had nausea and headache. Symptoms: nausea, headache",Dengue-like Viral Fever,MEDIUM,Fever
"My symptoms are hard to describe, mostly pain around my spleen region for 1 week.",left upper abdominal pain,"My symptoms are hard to describe, mostly pain around my spleen region for 1 week. Symptoms: left upper abdominal pain",Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"I have been noticing loss of taste, fatigue, loss of smell and fever over the past 1 week.",loss of taste|fatigue|loss of smell|fever,"I have been noticing loss of taste, fatigue, loss of smell and fever over the past 1 week. Symptoms: loss of taste, fatigue, loss of smell, fever",COVID-19,HIGH,Respiratory
"Since 1 day, I have had runny nose, headache, congestion, facial pain and sore throat.",runny nose|headache|congestion|facial pain|sore throat,"Since 1 day, I have had runny nose, headache, congestion, facial pain and sore throat. Symptoms: runny nose, headache, congestion, facial pain, sore throat",Sinusitis,LOW,Respiratory
"For the last 1 day, I have been dealing with abdominal pain, vomiting, nausea and excessive thirst.",abdominal pain|vomiting|nausea|excessive thirst,"For the last 1 day, I have been dealing with abdominal pain, vomiting, nausea and excessive thirst. Symptoms: abdominal pain, vomiting, nausea, excessive thirst",Appendicitis Concern,HIGH,GI
I have localized pain under the left ribs for 3 days.,left upper abdominal pain,I have localized pain under the left ribs for 3 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
I have been noticing sneezing and congestion over the past 2 days.,sneezing|congestion,"I have been noticing sneezing and congestion over the past 2 days. Symptoms: sneezing, congestion",Allergic Rhinitis,LOW,Allergy
"Over the last 1 week, I am experiencing nausea, sensitivity to light, dizziness and headache.",nausea|sensitivity to light|dizziness|headache,"Over the last 1 week, I am experiencing nausea, sensitivity to light, dizziness and headache. Symptoms: nausea, sensitivity to light, dizziness, headache",Migraine,LOW,Neurology
"The pain has been fever, appetite loss, right lower abdominal pain, nausea, abdominal pain and vomiting for 2 days.",fever|appetite loss|right lower abdominal pain|nausea|abdominal pain|vomiting,"The pain has been fever, appetite loss, right lower abdominal pain, nausea, abdominal pain and vomiting for 2 days. Symptoms: fever, appetite loss, right lower abdominal pain, nausea, abdominal pain, vomiting",Appendicitis Concern,HIGH,GI
"My main problems are fatigue, cough, loss of taste, shortness of breath and loss of smell and it started 1 week ago.",fatigue|cough|loss of taste|shortness of breath|loss of smell,"My main problems are fatigue, cough, loss of taste, shortness of breath and loss of smell and it started 1 week ago. Symptoms: fatigue, cough, loss of taste, shortness of breath, loss of smell",COVID-19,HIGH,Respiratory
